"id","sex","y_birth","innvandringsgrunn"
"P000138953","0",2008,"UTD"
"P000138984","1",2002,"FAMM"
"P000138994","1",2000,"UTD"
"P000138995","0",2010,"ARB"
"P000138997","0",2009,"UTD"
"P000139015","1",2002,"FAMM"
"P000139100","0",2004,"FAMM"
"P000139108","0",2005,"UTD"
"P000139135","1",2009,"UTD"
"P000139138","0",2000,"UTD"
"P000139172","0",2008,"UTD"
"P000139238","0",2000,"FAMM"
"P000139249","0",2006,"UTD"
"P000139282","1",2000,"UTD"
"P000139317","1",2007,"UTD"
"P000139334","1",2007,"FAMM"
"P000139390","1",2000,"UTD"
"P000139402","1",2001,"FAMM"
"P000139411","1",2000,"UTD"
"P000139437","1",2005,"UTD"
"P000139484","1",2006,"FAMM"
"P000139553","0",2006,"UTD"
"P000139577","1",2017,"NRD"
"P000139615","1",2005,"FAMM"
"P000139688","0",2001,"FAMM"
"P000139797","0",2002,"FAMM"
"P000139833","0",2007,"UTD"
"P000139926","0",2002,"FAMM"
"P000139927","0",2009,"UTD"
"P000139954","1",2005,"UTD"
"P000139983","0",2007,"FAMM"
"P000140000","1",2006,"UTD"
"P000140115","0",2006,"UTD"
"P000140120","1",2009,"FAMM"
"P000140147","0",2009,"FAMM"
"P000140240","1",2000,"UTD"
"P000140246","0",2007,"FAMM"
"P000140254","1",2005,"UTD"
"P000140256","0",2001,"UTD"
"P000140306","1",2007,"UTD"
"P000140309","0",2004,"UTD"
"P000140419","1",2004,"FAMM"
"P000140460","1",2001,"FAMM"
"P000140477","0",2003,"UTD"
"P000140511","0",2008,"UTD"
"P000140563","1",2009,"FAMM"
"P000140588","1",2004,"UTD"
"P000140630","0",2010,"NRD"
"P000140650","0",2002,"FAMM"
"P000140689","0",2001,"FAMM"
"P000140704","0",2007,"UTD"
"P000140720","0",2008,"UTD"
"P000140730","1",2011,"UKJ"
"P000140770","0",2007,"FAMM"
"P000140829","0",2003,"UTD"
"P000140839","0",2003,"UTD"
"P000140906","1",2001,"FAMM"
"P000140916","1",2005,"FAMM"
"P000140961","0",2000,"UTD"
"P000141043","1",2009,"FAMM"
"P000141091","0",2001,"UTD"
"P000141111","0",2007,"UTD"
"P000141211","0",2006,"FAMM"
"P000141215","0",2001,"UTD"
"P000141217","1",2006,"FAMM"
"P000141225","0",2001,"FAMM"
"P000141262","1",2006,"FAMM"
"P000141284","1",2000,"FAMM"
"P000141342","1",2001,"FAMM"
"P000141397","0",2007,"FAMM"
"P000141431","1",2005,"FAMM"
"P000141449","0",2002,"FAMM"
"P000141465","0",2005,"UTD"
"P000141502","1",2000,"UTD"
"P000141511","0",2002,"UTD"
"P000141527","1",2006,"FAMM"
"P000141532","1",2003,"UTD"
"P000141588","1",2000,"FAMM"
"P000141632","1",2007,"UTD"
"P000141691","0",2006,"UTD"
"P000141701","1",2007,"FAMM"
"P000141714","1",2006,"UTD"
"P000141731","1",2002,"FAMM"
"P000141761","1",2009,"UTD"
"P000141790","0",2006,"FAMM"
"P000141807","1",2002,"UTD"
"P000141820","0",2002,"UTD"
"P000141837","1",2003,"FAMM"
"P000141884","0",2005,"FAMM"
"P000141902","0",2002,"UTD"
"P000141921","0",2008,"UTD"
"P000141935","0",2004,"UTD"
"P000141967","0",2007,"UTD"
"P000141979","1",2002,"FAMM"
"P000141982","0",2005,"FAMM"
"P000142083","1",2009,"FAMM"
"P000142119","0",2004,"UTD"
"P000142120","1",2001,"FAMM"
"P000142132","1",2007,"UTD"
"P000142214","1",2009,"FAMM"
"P000142221","0",2003,"FAMM"
"P000142248","1",2005,"FAMM"
"P000142258","1",2006,"UTD"
"P000142266","1",2003,"FAMM"
"P000142325","1",2001,"FAMM"
"P000142335","0",2002,"FAMM"
"P000142336","1",2000,"UTD"
"P000142355","1",2007,"UTD"
"P000142361","0",2006,"UTD"
"P000142381","0",2006,"UTD"
"P000142428","0",2009,"FAMM"
"P000142495","1",2007,"UTD"
"P000142503","0",2004,"UTD"
"P000142542","1",2006,"FAMM"
"P000142593","0",2008,"FAMM"
"P000142625","0",2001,"FAMM"
"P000142633","0",2002,"FAMM"
"P000142667","0",2004,"UTD"
"P000142679","1",2004,"FAMM"
"P000142682","1",2003,"UTD"
"P000142697","0",2004,"UTD"
"P000142794","0",2009,"UTD"
"P000142851","1",2001,"UTD"
"P000142874","1",2005,"UTD"
"P000142882","0",2001,"UTD"
"P000142923","0",2008,"UTD"
"P000142925","1",2008,"UTD"
"P000142927","1",2003,"FAMM"
"P000143067","0",2002,"FAMM"
"P000143079","0",2001,"UTD"
"P000143167","0",2007,"FAMM"
"P000143176","1",2008,"FAMM"
"P000143196","0",2004,"UTD"
"P000143198","0",2005,"FAMM"
"P000143241","0",2007,"UTD"
"P000143285","0",2006,"FAMM"
"P000143293","1",2004,"FAMM"
"P000143295","1",2002,"FAMM"
"P000143336","0",2002,"FAMM"
"P000143346","1",2001,"FAMM"
"P000143375","0",2009,"FAMM"
"P000143405","0",2002,"UTD"
"P000143438","1",2008,"UTD"
"P000143460","1",2008,"UTD"
"P000143530","0",2001,"FAMM"
"P000143556","0",2008,"UTD"
"P000143583","0",2000,"UTD"
"P000143608","0",2000,"UTD"
"P000143769","0",2007,"UTD"
"P000143771","1",2009,"FAMM"
"P000143773","1",2003,"FAMM"
"P000143781","1",2008,"UTD"
"P000143784","1",2009,"FAMM"
"P000143845","1",2009,"UTD"
"P000143895","1",2009,"UTD"
"P000143915","1",2004,"FAMM"
"P000143924","0",2004,"UTD"
"P000143983","1",2006,"FAMM"
"P000143998","1",2009,"FAMM"
"P000144013","1",2003,"UTD"
"P000144080","1",2009,"FAMM"
"P000144181","0",2009,"FAMM"
"P000144219","1",2006,"UTD"
"P000144261","1",2009,"FAMM"
"P000144279","0",2006,"UTD"
"P000144368","1",2005,"FAMM"
"P000144376","1",2009,"FAMM"
"P000144386","0",2000,"UTD"
"P000144437","0",2007,"UTD"
"P000144547","1",2008,"FAMM"
"P000144560","0",2004,"UTD"
"P000144574","1",2000,"UTD"
"P000144585","1",2003,"UTD"
"P000144600","0",2008,"UTD"
"P000144629","0",2005,"FAMM"
"P000144879","1",2009,"FAMM"
"P000144901","0",2003,"FAMM"
"P000144917","0",2002,"FAMM"
"P000144935","1",2001,"UTD"
"P000144948","1",2007,"FAMM"
"P000144960","0",2009,"FAMM"
"P000145037","0",2002,"UTD"
"P000145042","0",2005,"UTD"
"P000145082","1",2007,"UTD"
"P000145094","1",2007,"FAMM"
"P000145104","0",2007,"UTD"
"P000145119","0",2008,"UTD"
"P000145124","1",2008,"UTD"
"P000145139","0",2000,"FAMM"
"P000145189","0",2005,"FAMM"
"P000145205","0",2008,"FAMM"
"P000145227","0",2007,"FAMM"
"P000145229","0",2000,"FAMM"
"P000145276","0",2008,"UTD"
"P000145298","0",2000,"UTD"
"P000145366","0",2002,"UTD"
"P000145385","0",2000,"FAMM"
"P000145493","1",2002,"UTD"
"P000145498","1",2005,"FAMM"
"P000145522","1",2004,"UTD"
"P000145530","1",2000,"FAMM"
"P000145604","0",2007,"FAMM"
"P000145612","1",2001,"UTD"
"P000145677","0",2007,"FAMM"
"P000145752","1",2008,"UTD"
"P000145761","1",2007,"UTD"
"P000145847","1",2002,"UTD"
"P000145901","0",2006,"FAMM"
"P000145949","0",2003,"FAMM"
"P000145952","0",2002,"UTD"
"P000145961","1",2003,"UTD"
"P000146011","1",2005,"UTD"
"P000146057","1",2005,"FAMM"
"P000146059","0",2001,"UTD"
"P000146089","1",2002,"UTD"
"P000146143","1",2004,"FAMM"
"P000146147","0",2007,"UTD"
"P000146204","1",2005,"UTD"
"P000146250","1",2008,"UTD"
"P000146290","0",2000,"FAMM"
"P000146330","0",2003,"FAMM"
"P000146336","1",2000,"UTD"
"P000146352","0",2009,"UTD"
"P000146415","1",2007,"UTD"
"P000146440","1",2006,"FAMM"
"P000146448","1",2002,"FAMM"
"P000146503","0",2005,"FAMM"
"P000146538","1",2007,"UTD"
"P000146559","1",2004,"FAMM"
"P000146576","1",2003,"FAMM"
"P000146593","1",2015,"UKJ"
"P000146620","1",2007,"UTD"
"P000146676","0",2004,"FAMM"
"P000146697","0",2005,"FAMM"
"P000146702","1",2006,"FAMM"
"P000146748","1",2004,"UTD"
"P000146824","1",2002,"FAMM"
"P000146844","0",2009,"UTD"
"P000146897","1",2007,"UTD"
"P000146920","1",2007,"UTD"
"P000146971","0",2003,"UTD"
"P000146980","1",2007,"UTD"
"P000147054","1",2009,"FAMM"
"P000147058","1",2002,"UTD"
"P000147064","0",2005,"FAMM"
"P000147074","0",2007,"UTD"
"P000147131","0",2000,"UTD"
"P000147145","1",2006,"UTD"
"P000147165","0",2004,"UTD"
"P000147186","1",2009,"FAMM"
"P000147221","0",2006,"FAMM"
"P000147290","0",2000,"FAMM"
"P000147329","0",2004,"FAMM"
"P000147369","0",2005,"UTD"
"P000147372","1",2005,"FAMM"
"P000147391","1",2003,"UTD"
"P000147421","1",2004,"UTD"
"P000147508","1",2005,"FAMM"
"P000147521","0",2002,"FAMM"
"P000147585","0",2007,"UTD"
"P000147597","0",2006,"UTD"
"P000147608","0",2001,"UTD"
"P000147639","1",2006,"UTD"
"P000147667","0",2002,"FAMM"
"P000147702","1",2000,"UTD"
"P000147718","0",2004,"UTD"
"P000147799","1",2004,"UTD"
"P000147814","0",2002,"FAMM"
"P000147819","1",2008,"UTD"
"P000147829","0",2003,"FAMM"
"P000147897","0",2002,"FAMM"
"P000147902","1",2001,"FAMM"
"P000147957","0",2000,"FAMM"
"P000148004","0",2002,"FAMM"
"P000148012","1",2005,"FAMM"
"P000148014","1",2006,"UTD"
"P000148065","0",2005,"UTD"
"P000148080","1",2003,"UTD"
"P000148097","0",2005,"FAMM"
"P000148156","0",2003,"FAMM"
"P000148195","1",2005,"UTD"
"P000148224","1",2004,"UTD"
"P000148308","1",2001,"FAMM"
"P000148357","0",2007,"UTD"
"P000148446","0",2000,"FAMM"
"P000148452","0",2000,"UTD"
"P000148582","1",2013,"NRD"
"P000148609","0",2008,"UTD"
"P000148615","0",2003,"UTD"
"P000148646","1",2000,"UTD"
"P000148651","0",2008,"UTD"
"P000148655","0",2008,"FAMM"
"P000148707","0",2006,"FAMM"
"P000148741","1",2000,"UTD"
"P000148743","0",2009,"UTD"
"P000148816","0",2006,"FAMM"
"P000148824","0",2001,"FAMM"
"P000148853","0",2001,"UTD"
"P000148871","0",2007,"UTD"
"P000148913","1",2004,"FAMM"
"P000148925","1",2000,"FAMM"
"P000148985","1",2009,"UTD"
"P000149025","0",2002,"UTD"
"P000149050","0",2000,"FAMM"
"P000149073","0",2002,"FAMM"
"P000149080","1",2006,"FAMM"
"P000149088","0",2006,"UTD"
"P000149157","1",2008,"FAMM"
"P000149163","1",2008,"UTD"
"P000149190","0",2001,"FAMM"
"P000149192","1",2010,"ARB"
"P000149213","1",2008,"UTD"
"P000149311","0",2000,"FAMM"
"P000149342","0",2006,"FAMM"
"P000149374","1",2001,"UTD"
"P000149395","0",2001,"FAMM"
"P000149403","0",2001,"FAMM"
"P000149436","0",2005,"UTD"
"P000149460","0",2006,"FAMM"
"P000149514","1",2004,"FAMM"
"P000149524","1",2001,"FAMM"
"P000149567","0",2007,"UTD"
"P000149611","0",2007,"UTD"
"P000149693","0",2015,"NRD"
"P000149708","1",2005,"UTD"
"P000149719","0",2004,"UTD"
"P000149728","0",2002,"FAMM"
"P000149857","0",2008,"UTD"
"P000149909","1",2004,"UTD"
"P000149917","1",2008,"UTD"
"P000149920","0",2003,"UTD"
"P000149925","1",2002,"FAMM"
"P000149969","1",2005,"FAMM"
"P000149971","0",2003,"UTD"
"P000149972","1",2007,"UTD"
"P000150005","1",2006,"FAMM"
"P000150023","0",2001,"FAMM"
"P000150025","1",2006,"FAMM"
"P000150048","0",2001,"UTD"
"P000150079","0",2009,"FAMM"
"P000150080","0",2002,"FAMM"
"P000150084","1",2005,"UTD"
"P000150176","1",2009,"UTD"
"P000150198","1",2001,"FAMM"
"P000150202","1",2007,"FAMM"
"P000150221","1",2009,"UTD"
"P000150239","1",2002,"UTD"
"P000150242","0",2003,"FAMM"
"P000150279","0",2001,"FAMM"
"P000150321","1",2005,"FAMM"
"P000150426","0",2002,"UTD"
"P000150436","0",2004,"FAMM"
"P000150531","1",2005,"UTD"
"P000150546","1",2001,"FAMM"
"P000150553","0",2005,"FAMM"
"P000150597","0",2000,"UTD"
"P000150733","1",2003,"UTD"
"P000150752","0",2003,"FAMM"
"P000150764","1",2000,"FAMM"
"P000150867","0",2000,"FAMM"
"P000150870","0",2000,"UTD"
"P000150929","1",2003,"UTD"
"P000150977","0",2008,"FAMM"
"P000151077","1",2005,"UTD"
"P000151096","0",2000,"FAMM"
"P000151171","0",2001,"FAMM"
"P000151174","1",2007,"FAMM"
"P000151209","1",2001,"FAMM"
"P000151240","0",2008,"UTD"
"P000151320","1",2002,"FAMM"
"P000151337","1",2000,"FAMM"
"P000151338","1",2004,"UTD"
"P000151375","1",2004,"FAMM"
"P000151389","0",2001,"FAMM"
"P000151404","0",2001,"UTD"
"P000151451","1",2007,"UTD"
"P000151472","0",2002,"UTD"
"P000151483","0",2007,"UTD"
"P000151518","1",2003,"UTD"
"P000151555","1",2006,"FAMM"
"P000151566","0",2000,"UTD"
"P000151591","0",2008,"UTD"
"P000151619","1",2002,"UTD"
"P000151632","1",2005,"FAMM"
"P000151748","0",2006,"UTD"
"P000151764","1",2009,"FAMM"
"P000151775","1",2004,"FAMM"
"P000151778","1",2009,"UTD"
"P000151781","0",2004,"FAMM"
"P000151792","0",2004,"UTD"
"P000151819","1",2000,"UTD"
"P000151822","0",2002,"FAMM"
"P000151839","1",2009,"FAMM"
"P000151847","1",2006,"UTD"
"P000151900","1",2001,"UTD"
"P000151913","0",2000,"FAMM"
"P000151936","0",2001,"UTD"
"P000151969","0",2008,"FAMM"
"P000151984","1",2007,"FAMM"
"P000151987","1",2006,"FAMM"
"P000151996","0",2001,"UTD"
"P000152010","1",2007,"UTD"
"P000152018","0",2002,"FAMM"
"P000152046","1",2003,"UTD"
"P000152101","1",2004,"UTD"
"P000152128","0",2011,"UKJ"
"P000152129","1",2004,"UTD"
"P000152172","1",2006,"FAMM"
"P000152222","0",2007,"FAMM"
"P000152255","0",2001,"FAMM"
"P000152322","0",2000,"UTD"
"P000152342","1",2007,"UTD"
"P000152346","0",2001,"FAMM"
"P000152383","1",2004,"FAMM"
"P000152398","0",2007,"UTD"
"P000152430","1",2008,"FAMM"
"P000152457","0",2000,"UTD"
"P000152467","1",2008,"UTD"
"P000152532","0",2008,"UTD"
"P000152601","1",2002,"UTD"
"P000152617","0",2001,"FAMM"
"P000152633","1",2008,"FAMM"
"P000152707","1",2009,"UTD"
"P000152771","1",2009,"FAMM"
"P000152787","0",2005,"UTD"
"P000152896","1",2002,"FAMM"
"P000152910","0",2001,"FAMM"
"P000152990","1",2008,"UTD"
"P000152993","1",2006,"UTD"
"P000152996","1",2001,"UTD"
"P000153003","1",2001,"UTD"
"P000153068","0",2006,"UTD"
"P000153077","0",2008,"FAMM"
"P000153119","0",2003,"FAMM"
"P000153123","0",2017,"NRD"
"P000153159","1",2003,"UTD"
"P000153189","0",2008,"UTD"
"P000153204","1",2005,"FAMM"
"P000153240","0",2004,"FAMM"
"P000153286","1",2009,"UTD"
"P000153292","1",2017,"UKJ"
"P000153331","1",2003,"UTD"
"P000153357","1",2009,"FAMM"
"P000153376","1",2002,"FAMM"
"P000153412","0",2001,"UTD"
"P000153449","0",2002,"UTD"
"P000153462","1",2008,"FAMM"
"P000153481","1",2001,"FAMM"
"P000153557","0",2006,"UTD"
"P000153589","0",2006,"UTD"
"P000153664","0",2001,"FAMM"
"P000153665","1",2006,"UTD"
"P000153683","1",2008,"UTD"
"P000153727","1",2005,"UTD"
"P000153729","1",2002,"UTD"
"P000153741","0",2004,"UTD"
"P000153755","1",2004,"FAMM"
"P000153761","0",2009,"UTD"
"P000153797","0",2001,"FAMM"
"P000153827","1",2005,"UTD"
"P000153860","1",2009,"UTD"
"P000153880","1",2006,"UTD"
"P000153901","1",2002,"FAMM"
"P000153934","1",2009,"FAMM"
"P000153984","0",2008,"FAMM"
"P000154142","1",2005,"UTD"
"P000154163","0",2002,"UTD"
"P000154197","0",2002,"FAMM"
"P000154269","0",2002,"FAMM"
"P000154270","0",2004,"UTD"
"P000154312","0",2005,"FAMM"
"P000154314","0",2001,"FAMM"
"P000154326","1",2008,"FAMM"
"P000154355","0",2005,"UTD"
"P000154373","0",2009,"FAMM"
"P000154381","1",2007,"UTD"
"P000154408","0",2007,"UTD"
"P000154419","1",2008,"UTD"
"P000154439","1",2008,"UTD"
"P000154442","1",2004,"UTD"
"P000154448","1",2006,"FAMM"
"P000154469","1",2006,"FAMM"
"P000154480","0",2009,"UTD"
"P000154500","1",2000,"UTD"
"P000154570","0",2016,"ARB"
"P000154583","0",2016,"NRD"
"P000154589","1",2003,"FAMM"
"P000154594","1",2002,"FAMM"
"P000154595","1",2009,"FAMM"
"P000154604","0",2007,"UTD"
"P000154675","0",2008,"UTD"
"P000154756","0",2018,"ARB"
"P000154773","0",2008,"FAMM"
"P000154793","0",2000,"UTD"
"P000154801","1",2009,"FAMM"
"P000154891","0",2006,"UTD"
"P000155010","1",2014,"NRD"
"P000155028","0",2003,"FAMM"
"P000155125","0",2000,"UTD"
"P000155195","1",2006,"FAMM"
"P000155248","0",2002,"FAMM"
"P000155257","0",2006,"FAMM"
"P000155269","0",2005,"FAMM"
"P000155311","0",2000,"FAMM"
"P000155345","1",2007,"FAMM"
"P000155355","1",2007,"UTD"
"P000155380","1",2002,"UTD"
"P000155450","1",2000,"UTD"
"P000155509","1",2012,"ARB"
"P000155527","0",2008,"FAMM"
"P000155548","0",2008,"UTD"
"P000155601","1",2001,"UTD"
"P000155620","1",2005,"FAMM"
"P000155622","1",2007,"UTD"
"P000155640","0",2006,"UTD"
"P000155646","1",2003,"FAMM"
"P000155691","1",2007,"UTD"
"P000155828","1",2009,"UTD"
"P000155863","1",2005,"UTD"
"P000155866","1",2005,"FAMM"
"P000155898","1",2004,"FAMM"
"P000155993","1",2001,"FAMM"
"P000155996","0",2007,"FAMM"
"P000156015","0",2009,"FAMM"
"P000156050","0",2006,"FAMM"
"P000156068","0",2003,"FAMM"
"P000156102","0",2009,"UTD"
"P000156122","1",2008,"FAMM"
"P000156134","1",2008,"UTD"
"P000156158","1",2001,"UTD"
"P000156231","1",2003,"FAMM"
"P000156259","1",2009,"UTD"
"P000156266","0",2008,"FAMM"
"P000156283","1",2002,"FAMM"
"P000156309","0",2007,"FAMM"
"P000156323","0",2009,"FAMM"
"P000156339","0",2005,"FAMM"
"P000156341","1",2004,"UTD"
"P000156350","0",2006,"FAMM"
"P000156377","1",2001,"FAMM"
"P000156390","0",2008,"FAMM"
"P000156393","0",2003,"FAMM"
"P000156494","1",2006,"UTD"
"P000156603","1",2001,"FAMM"
"P000156697","0",2008,"UTD"
"P000156698","1",2009,"FAMM"
"P000156724","0",2005,"UTD"
"P000156788","1",2009,"FAMM"
"P000156792","0",2004,"UTD"
"P000156857","1",2005,"FAMM"
"P000156890","1",2000,"UTD"
"P000156898","1",2007,"FAMM"
"P000156907","0",2002,"FAMM"
"P000156919","0",2001,"UTD"
"P000156924","1",2002,"UTD"
"P000156944","0",2000,"UTD"
"P000156960","0",2004,"FAMM"
"P000156982","1",2004,"UTD"
"P000156993","0",2008,"FAMM"
"P000157002","1",2006,"FAMM"
"P000157020","1",2009,"FAMM"
"P000157027","0",2008,"FAMM"
"P000157087","0",2008,"FAMM"
"P000157096","0",2003,"FAMM"
"P000157107","1",2001,"UTD"
"P000157113","0",2004,"FAMM"
"P000157215","0",2000,"FAMM"
"P000157222","1",2008,"FAMM"
"P000157272","0",2006,"UTD"
"P000157277","0",2008,"UTD"
"P000157314","1",2004,"UTD"
"P000157348","1",2007,"UTD"
"P000157447","0",2006,"UTD"
"P000157457","0",2006,"UTD"
"P000157475","0",2000,"FAMM"
"P000157561","0",2006,"UTD"
"P000157606","0",2007,"FAMM"
"P000157617","0",2002,"FAMM"
"P000157711","1",2000,"FAMM"
"P000157745","0",2003,"UTD"
"P000157766","0",2001,"FAMM"
"P000157789","1",2008,"FAMM"
"P000157810","0",2009,"UTD"
"P000157837","0",2000,"FAMM"
"P000157931","1",2007,"UTD"
"P000157940","0",2002,"FAMM"
"P000157983","0",2004,"FAMM"
"P000158084","1",2005,"UTD"
"P000158186","1",2001,"FAMM"
"P000158197","0",2001,"FAMM"
"P000158215","0",2003,"FAMM"
"P000158223","0",2008,"FAMM"
"P000158235","1",2001,"UTD"
"P000158264","1",2001,"UTD"
"P000158329","0",2009,"UTD"
"P000158336","1",2005,"FAMM"
"P000158349","1",2000,"UTD"
"P000158355","0",2001,"UTD"
"P000158362","0",2006,"FAMM"
"P000158379","0",2006,"FAMM"
"P000158422","0",2009,"FAMM"
"P000158427","1",2001,"FAMM"
"P000158457","1",2002,"FAMM"
"P000158469","1",2004,"FAMM"
"P000158492","0",2007,"UTD"
"P000158495","1",2009,"UTD"
"P000158590","0",2008,"UTD"
"P000158627","1",2017,"NRD"
"P000158709","1",2003,"UTD"
"P000158800","0",2009,"FAMM"
"P000158825","0",2002,"UTD"
"P000158941","0",2001,"FAMM"
"P000158974","0",2009,"UTD"
"P000159118","1",2002,"UTD"
"P000159193","0",2000,"UTD"
"P000159238","1",2008,"UTD"
"P000159270","0",2004,"FAMM"
"P000159276","0",2000,"FAMM"
"P000159289","1",2002,"UTD"
"P000159300","0",2008,"UTD"
"P000159340","1",2009,"UTD"
"P000159436","1",2006,"UTD"
"P000159476","1",2000,"UTD"
"P000159542","1",2009,"UTD"
"P000159548","0",2008,"UTD"
"P000159560","0",2001,"FAMM"
"P000159619","0",2009,"FAMM"
"P000159689","0",2001,"FAMM"
"P000159713","0",2002,"FAMM"
"P000159739","1",2001,"UTD"
"P000159744","0",2003,"FAMM"
"P000159773","0",2008,"UTD"
"P000159859","0",2007,"FAMM"
"P000159860","0",2001,"FAMM"
"P000159876","1",2006,"UTD"
"P000159915","1",2009,"FAMM"
"P000160009","0",2009,"FAMM"
"P000160056","0",2002,"FAMM"
"P000160080","0",2009,"UTD"
"P000160113","1",2006,"FAMM"
"P000160132","0",2005,"UTD"
"P000160140","1",2002,"FAMM"
"P000160145","0",2003,"UTD"
"P000160200","0",2006,"UTD"
"P000160259","1",2001,"UTD"
"P000160312","0",2001,"UTD"
"P000160537","0",2008,"UTD"
"P000160561","0",2003,"FAMM"
"P000160577","1",2003,"FAMM"
"P000160604","0",2004,"FAMM"
"P000160692","0",2014,"ARB"
"P000160750","1",2009,"UTD"
"P000160761","1",2004,"UTD"
"P000160792","0",2009,"FAMM"
"P000160855","1",2000,"UTD"
"P000160869","0",2008,"UTD"
"P000160895","1",2001,"FAMM"
"P000160899","1",2005,"UTD"
"P000160900","0",2002,"FAMM"
"P000160952","1",2008,"UTD"
"P000161000","1",2000,"FAMM"
"P000161072","1",2004,"FAMM"
"P000161128","0",2005,"UTD"
"P000161145","1",2002,"FAMM"
"P000161183","0",2005,"FAMM"
"P000161291","1",2007,"UTD"
"P000161344","0",2004,"FAMM"
"P000161389","1",2004,"FAMM"
"P000161442","0",2007,"UTD"
"P000161459","1",2003,"FAMM"
"P000161522","1",2001,"FAMM"
"P000161585","1",2007,"FAMM"
"P000161589","0",2008,"FAMM"
"P000161660","1",2006,"FAMM"
"P000161757","0",2009,"FAMM"
"P000161775","1",2005,"UTD"
"P000161808","0",2002,"FAMM"
"P000161829","1",2004,"UTD"
"P000161863","0",2008,"UTD"
"P000161918","1",2002,"UTD"
"P000161994","1",2006,"UTD"
"P000162066","0",2006,"FAMM"
"P000162083","0",2006,"UTD"
"P000162094","1",2006,"FAMM"
"P000162228","1",2003,"UTD"
"P000162230","0",2008,"UTD"
"P000162244","0",2000,"FAMM"
"P000162261","1",2002,"FAMM"
"P000162323","0",2007,"FAMM"
"P000162395","0",2004,"UTD"
"P000162472","0",2000,"UTD"
"P000162483","1",2001,"UTD"
"P000162528","0",2007,"UTD"
"P000162595","1",2005,"FAMM"
"P000162596","0",2002,"FAMM"
"P000162599","0",2001,"UTD"
"P000162614","1",2006,"UTD"
"P000162627","1",2006,"FAMM"
"P000162688","1",2007,"UTD"
"P000162776","0",2000,"FAMM"
"P000162833","0",2003,"UTD"
"P000162886","1",2004,"FAMM"
"P000162889","1",2000,"UTD"
"P000162890","1",2009,"UTD"
"P000162908","0",2003,"FAMM"
"P000162909","0",2003,"UTD"
"P000162929","0",2003,"UTD"
"P000162955","0",2009,"UTD"
"P000162981","1",2002,"FAMM"
"P000162995","1",2009,"FAMM"
"P000163050","1",2004,"UTD"
"P000163067","0",2001,"UTD"
"P000163080","0",2002,"FAMM"
"P000163082","1",2005,"FAMM"
"P000163105","1",2003,"UTD"
"P000163155","1",2007,"UTD"
"P000163236","0",2006,"FAMM"
"P000163294","0",2008,"FAMM"
"P000163380","0",2009,"UTD"
"P000163399","0",2008,"UTD"
"P000163424","1",2007,"UTD"
"P000163434","0",2001,"UTD"
"P000163467","0",2005,"UTD"
"P000163486","1",2001,"FAMM"
"P000163490","0",2007,"UTD"
"P000163558","1",2001,"UTD"
"P000163560","0",2002,"FAMM"
"P000163670","1",2005,"FAMM"
"P000163694","1",2003,"UTD"
"P000163727","1",2003,"FAMM"
"P000163827","1",2005,"UTD"
"P000163833","0",2009,"FAMM"
"P000163896","0",2001,"UTD"
"P000163919","1",2000,"FAMM"
"P000164035","1",2008,"FAMM"
"P000164043","0",2007,"UTD"
"P000164070","1",2009,"UTD"
"P000164072","0",2002,"UTD"
"P000164086","0",2000,"FAMM"
"P000164090","1",2006,"UTD"
"P000164190","0",2004,"FAMM"
"P000164211","1",2000,"UTD"
"P000164256","0",2007,"UTD"
"P000164268","1",2003,"FAMM"
"P000164307","0",2005,"FAMM"
"P000164308","0",2003,"UTD"
"P000164398","1",2003,"FAMM"
"P000164416","0",2000,"UTD"
"P000164426","1",2006,"UTD"
"P000164494","1",2005,"UTD"
"P000164545","0",2007,"FAMM"
"P000164560","1",2007,"UTD"
"P000164586","1",2001,"UTD"
"P000164594","1",2006,"FAMM"
"P000164606","1",2015,"NRD"
"P000164660","0",2009,"FAMM"
"P000164690","0",2007,"UTD"
"P000164702","0",2010,"ARB"
"P000164717","1",2002,"FAMM"
"P000164746","1",2002,"UTD"
"P000164761","0",2003,"FAMM"
"P000164781","0",2007,"FAMM"
"P000164812","1",2005,"FAMM"
"P000164871","1",2004,"UTD"
"P000164990","1",2004,"UTD"
"P000165018","1",2000,"UTD"
"P000165038","1",2002,"FAMM"
"P000165068","0",2003,"UTD"
"P000165121","1",2007,"FAMM"
"P000165131","1",2001,"UTD"
"P000165146","0",2002,"UTD"
"P000165155","0",2007,"UTD"
"P000165199","1",2001,"UTD"
"P000165258","0",2007,"FAMM"
"P000165259","1",2001,"UTD"
"P000165260","0",2002,"UTD"
"P000165319","0",2009,"FAMM"
"P000165346","1",2001,"UTD"
"P000165355","0",2007,"FAMM"
"P000165388","0",2002,"FAMM"
"P000165389","0",2006,"FAMM"
"P000165398","0",2006,"FAMM"
"P000165454","1",2009,"FAMM"
"P000165476","1",2006,"UTD"
"P000165553","0",2008,"FAMM"
"P000165557","1",2006,"FAMM"
"P000165652","0",2002,"UTD"
"P000165670","0",2002,"UTD"
"P000165698","1",2005,"FAMM"
"P000165760","1",2005,"FAMM"
"P000165770","1",2002,"UTD"
"P000165851","0",2003,"UTD"
"P000165900","1",2003,"UTD"
"P000165902","0",2006,"UTD"
"P000165908","1",2008,"FAMM"
"P000165955","1",2003,"FAMM"
"P000165973","0",2001,"FAMM"
"P000166037","1",2006,"UTD"
"P000166062","1",2004,"UTD"
